2024-11-18 15:14:51,20240611 PHENO_CROP P4M 20m MS 80 85,[]
2024-11-18 15:14:51,20240613 PHENO_CROP P4M 20m MS 70 70,[]
2024-11-18 15:14:51,20240621 PHENO_CROP M3M 30m MS 80 85,[]
2024-11-18 15:14:51,20240624 PHENO_CROP P4M 20m MS 70 75,"['20240624 PHENO P4M 20m MS_dsm.tif', '20240624 PHENO P4M 20m MS_dtm.tif']"
2024-11-18 15:14:51,20240625 PHENO_CROP M3M 30m MS 80 85,[]
2024-11-18 15:14:51,20240701 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240705 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240708 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240708 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240718 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240718 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240724 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240724 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240729 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240806 PHENO_CROP M3M 30m MS 80 85,[]
2024-11-18 15:14:51,20240806 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240812 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240812 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240819 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240819 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,LIST_mesh_extra_found
2024-11-18 15:14:51,20240606 PHENO_CROP M3M 20m MS 80 85,[]
2024-11-18 15:14:51,20240607 PHENO_CROP M3M 30m MS 80 85,[]
2024-11-18 15:14:51,20240611 PHENO_CROP M3M 30m MS 80 85,[]
2024-11-18 15:14:51,20240611 PHENO_CROP P4M 20m MS 80 85,[]
2024-11-18 15:14:51,20240613 PHENO_CROP P4M 20m MS 70 70,[]
2024-11-18 15:14:51,20240621 PHENO_CROP M3M 30m MS 80 85,[]
2024-11-18 15:14:51,20240624 PHENO_CROP P4M 20m MS 70 75,['']
2024-11-18 15:14:51,20240625 PHENO_CROP M3M 30m MS 80 85,[]
2024-11-18 15:14:51,20240701 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240705 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240708 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240708 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240718 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240718 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240724 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240724 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240729 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240806 PHENO_CROP M3M 30m MS 80 85,[]
2024-11-18 15:14:51,20240806 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240812 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240812 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:14:51,20240819 PHENO_CROP M3M 30m MS 70 75,[]
2024-11-18 15:14:51,20240819 PHENO_CROP P4M 20m MS 70 75,[]
2024-11-18 15:22:59,PDF Reports not found,20240625 PHENO_CROP M3M 30m MS 80 85
2024-11-18 15:22:59,Reports with mismatching name,20240624 PHENO_CROP P4M 20m MS 70 75,20240806 PHENO_CROP P4M 20m MS 70 75
